CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks
7.5,2,3,1,83,4.2,1,1,76,75
8.6,1,3,2,82,4.6,1,1,75,84
7.9,1,1,0,77,4.7,1,1,64,60
6.9,2,3,2,86,4.8,1,1,79,85
8.4,2,3,2,90,4.8,1,1,70,86
6.5,1,1,2,85,4.3,1,0,62,72
7.5,2,2,1,75,4.2,1,1,65,86
8.4,1,3,0,80,4.7,1,1,71,87
8.4,0,3,2,90,4.6,1,1,66,84
6.6,2,1,0,75,4.2,0,1,75,70
8.1,1,3,2,70,4.7,0,1,65,75
6.5,1,1,0,89,3.9,0,1,56,71
7.8,2,3,2,90,4.8,1,1,68,87
6.5,1,2,0,69,4.8,0,1,56,72
7.8,1,1,1,84,3.9,1,1,73,76
7.7,0,2,2,69,4.4,1,1,82,84
8.0,2,3,2,90,4.6,1,1,73,85
7.9,1,2,1,68,4.0,0,1,71,68
7.7,1,1,0,80,4.2,1,1,79,84
7.5,1,1,0,85,4.1,1,1,74,86
8.2,0,3,1,83,4.7,1,0,81,87
7.6,1,1,0,70,4.1,0,0,61,63
8.6,2,3,2,90,4.8,1,1,72,86
8.0,2,3,2,90,4.8,1,1,79,86
7.3,1,1,0,71,3.8,1,0,61,64
7.6,2,1,2,88,4.6,1,1,70,87
6.8,1,1,1,66,4.1,0,0,55,78
7.7,0,1,1,66,3.4,0,0,67,64
7.5,0,1,0,76,4.0,0,1,55,86
7.4,1,1,0,67,3.7,0,1,61,61
8.4,2,3,1,76,4.1,1,1,68,64
8.2,2,3,0,90,4.8,1,1,76,83
7.6,1,1,1,75,3.9,0,1,62,70
8.4,1,3,1,86,4.5,1,1,75,82
8.1,1,2,0,84,4.4,1,1,55,71
8.7,1,2,2,84,4.8,1,1,84,77
7.7,1,3,2,78,4.1,1,1,77,82
8.4,2,3,2,90,4.8,1,1,71,85
6.5,0,3,2,87,4.8,1,0,79,64
7.8,1,1,0,70,4.2,0,1,63,65
7.8,0,1,0,78,4.0,1,0,64,69
8.8,2,3,3,90,4.8,1,1,73,87
8.0,2,2,2,87,4.6,1,1,70,83
6.6,1,2,0,78,4.7,0,1,55,65
8.2,1,2,0,88,4.8,1,1,71,69
6.7,1,1,0,70,3.7,0,1,56,68
7.8,0,3,0,83,4.4,1,1,81,73
7.7,1,1,1,68,3.8,0,0,57,69
7.1,1,3,0,81,4.2,1,1,62,88
8.2,1,3,2,89,4.8,1,1,77,83
8.4,0,0,2,90,4.8,1,1,81,84
8.8,1,1,0,69,4.7,1,1,70,83
6.5,2,3,0,77,4.3,0,1,87,67
8.1,1,2,2,84,4.5,1,1,62,84
7.6,1,2,1,90,4.5,1,1,68,86
6.5,0,1,0,75,4.2,0,0,55,67
8.1,2,1,3,79,4.0,1,1,78,79
7.3,0,2,1,69,4.1,0,1,63,67
7.4,1,1,1,68,4.1,1,1,55,67
7.7,1,1,0,72,4.2,0,0,55,63
8.7,1,2,2,73,4.4,0,1,72,68
8.4,1,3,2,90,4.6,1,1,82,88
6.5,1,1,0,68,4.5,0,0,59,64
6.5,1,1,1,82,3.4,0,0,55,72
7.6,1,1,0,74,3.8,0,1,61,66
7.5,0,1,1,82,4.7,0,0,72,70
7.6,1,2,3,81,4.0,0,1,55,83
8.0,2,3,2,90,4.7,1,1,74,87
7.7,0,3,1,85,4.3,1,1,77,65
6.7,0,1,0,82,3.8,0,0,67,63
8.7,2,3,1,77,4.3,1,1,72,67
7.3,1,2,3,81,3.8,0,1,76,64
7.7,1,2,0,64,4.2,1,1,70,69
7.5,1,2,0,80,4.0,1,1,58,82
7.7,1,2,0,73,4.3,0,1,55,70
7.7,2,3,1,90,4.8,1,1,80,87
8.0,2,3,2,90,4.8,1,1,75,86
6.7,0,2,1,73,4.2,0,1,63,62
7.7,1,2,1,75,4.6,1,1,68,70
7.9,0,1,0,60,3.1,0,0,61,62
8.2,1,2,0,83,4.1,0,1,58,85
7.5,1,2,1,72,4.5,1,1,78,81
7.5,0,3,2,90,4.7,1,1,71,85
7.3,1,2,1,66,3.7,0,0,55,74
8.1,2,3,2,90,4.8,1,1,80,87
6.5,1,1,1,80,3.6,0,0,57,67
8.3,1,3,1,66,4.3,0,0,78,71
8.6,2,3,2,84,4.8,1,1,72,86
6.5,1,2,0,80,4.4,0,1,59,68
8.3,1,3,0,88,4.8,1,1,73,85
8.7,2,3,2,89,4.7,1,1,70,63
6.6,1,2,1,62,3.7,0,1,73,60
8.3,1,3,1,86,4.3,1,1,65,84
7.6,2,3,2,90,4.8,1,1,81,84
7.9,1,2,3,84,4.5,1,0,79,70
7.8,2,3,2,90,4.8,1,1,87,84
7.6,1,1,1,85,4.3,0,1,77,70
7.8,1,2,0,78,3.7,1,1,86,64
7.4,1,3,3,84,4.6,1,1,84,76
7.8,1,2,2,68,4.4,0,0,55,68
8.7,0,3,1,71,4.5,1,1,73,76
7.6,1,1,1,60,4.4,0,1,56,69
7.5,0,3,1,76,4.4,1,1,81,83
6.5,2,2,0,79,4.1,1,0,57,64
8.0,1,1,0,68,4.0,1,1,65,71
8.7,1,2,1,76,4.2,1,1,75,86
8.3,2,3,2,89,4.7,1,1,80,88
7.4,1,1,0,78,4.8,1,0,74,80
6.8,1,1,1,65,4.5,0,1,55,62
6.8,1,1,1,78,4.0,0,0,65,58
8.0,1,3,2,90,4.7,1,1,72,84
6.7,1,1,1,71,4.0,0,1,59,66
7.4,1,1,1,66,3.5,0,1,55,70
7.5,1,1,0,77,4.0,0,1,55,63
6.5,1,3,1,75,4.5,1,1,59,64
7.0,1,1,1,70,4.0,0,0,60,58
6.9,0,1,0,73,4.1,0,1,55,69
7.5,1,2,0,78,3.9,1,1,87,76
6.6,0,2,0,64,3.3,0,1,57,65
7.6,1,2,0,84,3.6,0,1,75,60
7.4,1,1,1,75,4.2,0,1,65,65
7.2,1,1,1,90,4.5,0,1,81,71
7.5,1,1,1,77,3.7,0,1,61,62
7.7,2,1,0,71,4.5,1,1,70,70
8.0,1,3,2,77,4.5,1,1,79,71
6.5,0,3,2,85,4.7,1,0,65,81
8.3,1,2,2,88,4.4,1,1,78,86
7.7,1,1,1,74,4.5,0,0,55,62
8.3,1,3,2,90,4.5,1,1,56,71
8.5,2,2,2,89,4.8,1,1,68,83
8.2,1,1,2,90,4.8,1,1,71,87
8.4,0,2,3,84,4.4,1,1,55,82
8.4,2,3,2,89,4.8,1,1,74,82
7.8,1,1,1,65,3.7,0,0,55,64
6.5,1,1,1,64,4.1,0,1,59,76
7.5,1,2,0,67,4.2,0,0,55,64
7.4,1,1,1,69,3.9,1,1,63,66
8.3,2,3,2,88,4.7,1,1,70,85
8.3,2,3,0,72,3.6,0,1,72,85
6.7,1,1,1,75,3.8,0,0,65,71
6.7,1,1,0,86,4.8,0,1,55,64
7.5,1,2,1,80,3.7,0,1,55,66
8.0,0,3,0,90,3.8,1,0,84,80
7.6,0,2,1,69,4.8,0,0,80,71
7.5,2,1,0,78,4.2,1,1,55,66
6.6,0,1,0,71,4.3,0,1,56,64
7.5,1,3,0,83,4.6,1,1,81,80
7.4,1,1,0,74,3.8,0,0,73,70
8.5,1,1,2,82,3.4,1,0,76,85
8.5,2,3,2,86,4.7,1,1,71,79
9.0,0,2,2,86,4.5,1,1,78,86
8.7,1,3,0,77,3.5,1,1,56,58
7.7,0,1,0,73,4.3,1,1,57,65
6.6,0,1,3,84,3.7,0,0,75,67
7.5,1,2,0,90,4.6,0,1,65,68
6.5,1,2,1,60,3.5,0,0,60,65
7.4,1,2,1,71,4.0,0,1,76,63
6.8,1,3,0,66,3.6,1,1,55,61
7.4,1,1,1,84,4.1,0,1,55,70
8.0,2,3,2,79,4.3,1,0,64,69
7.4,2,1,1,81,4.0,1,0,76,66
8.2,2,3,2,90,4.7,1,1,78,84
9.0,0,1,1,70,3.5,1,0,56,61
7.4,0,2,0,72,3.5,0,1,67,66
7.9,1,0,3,90,4.8,1,1,68,88
6.5,1,2,1,78,4.2,0,0,62,62
7.5,1,2,2,82,4.8,1,1,74,86
8.6,2,3,2,90,4.8,1,1,89,84
8.0,1,3,0,83,4.1,1,1,82,83
8.3,0,3,2,84,4.4,1,1,76,88
6.6,2,3,1,85,4.1,0,0,74,69
8.2,1,3,0,80,4.3,1,1,79,68
8.3,0,2,0,78,4.5,0,1,78,66
7.5,1,3,3,89,4.4,1,1,85,85
6.5,1,1,2,84,4.5,0,1,78,68
8.5,1,2,1,75,4.7,1,0,72,65
8.0,1,3,2,79,4.6,1,1,68,87
7.7,0,1,0,79,4.8,0,1,58,71
7.7,1,1,1,60,3.6,0,0,59,58
8.3,1,2,0,77,3.8,1,1,63,80
8.2,2,3,2,84,4.8,1,1,71,83
8.6,0,3,2,83,4.8,1,1,73,87
7.5,0,2,1,66,4.5,0,1,61,71
8.4,0,3,0,75,4.6,1,1,73,83
8.3,2,2,0,89,4.8,1,1,83,81
8.1,2,3,2,84,4.1,1,1,87,85
8.2,1,1,1,76,4.1,0,0,58,80
8.5,0,1,1,90,4.8,1,0,61,75
7.6,1,2,0,72,4.2,0,1,59,65
8.3,2,3,2,80,4.3,1,1,82,87
8.3,1,3,2,88,4.8,1,1,76,86
7.3,1,1,0,77,4.0,0,1,55,59
7.8,0,1,0,61,3.8,0,0,60,71
6.9,1,1,2,67,3.8,1,1,59,71
7.9,1,2,2,83,4.8,1,1,77,85
7.8,1,1,0,86,4.6,0,1,59,69
7.3,0,1,3,81,4.8,1,1,76,87
8.0,1,2,0,90,4.5,1,1,75,83
8.1,1,2,1,72,4.2,0,1,71,85
7.0,1,3,0,84,4.8,1,1,72,84
8.3,2,3,0,87,4.8,1,1,59,84
6.7,1,1,0,63,4.6,0,0,67,66
6.5,1,2,0,78,4.7,0,1,76,72
7.8,1,2,1,80,4.2,1,1,57,82
8.3,1,3,1,89,4.8,1,1,79,84
6.8,1,1,1,78,4.1,1,0,78,86
7.4,0,3,2,75,4.3,1,1,88,84
8.2,1,2,1,83,4.7,0,1,71,72
7.6,0,1,1,65,4.1,0,0,55,62
8.3,1,3,1,76,4.6,1,0,84,85
8.2,1,3,1,88,4.8,1,1,63,81
7.7,0,1,0,63,4.0,1,0,67,63
8.2,1,3,0,65,4.1,1,0,66,65
8.0,2,3,2,90,4.8,1,1,76,88
8.1,1,3,0,87,4.1,0,1,78,85
8.5,1,1,1,84,4.6,0,1,71,81
8.5,2,2,2,84,4.5,1,1,81,84
8.4,1,2,0,82,4.4,1,1,71,83
7.3,0,1,1,80,4.1,0,0,55,70
7.8,1,1,1,90,3.9,0,1,81,67
7.3,1,1,1,75,3.6,0,1,55,66
6.7,1,1,1,68,4.3,0,0,55,60
6.5,0,1,0,64,3.9,0,1,58,68
8.0,1,2,2,72,4.3,1,1,82,81
8.4,2,3,2,77,4.5,1,1,74,83
7.9,1,2,1,77,4.3,0,0,55,63
6.6,2,1,0,74,4.3,0,1,56,73
7.6,1,2,1,67,4.1,0,0,58,70
7.5,1,1,0,80,4.7,0,0,56,82
8.1,2,3,2,90,4.5,1,1,81,84
7.1,0,3,2,74,4.5,1,1,59,79
7.0,1,3,1,77,4.2,1,1,78,84
7.0,1,2,0,67,4.3,0,1,69,69
7.3,1,1,1,60,4.1,0,0,59,65
8.2,2,3,2,90,4.8,1,1,88,80
6.7,1,3,0,77,4.1,1,1,69,67
7.6,1,1,1,81,4.5,0,1,63,67
7.1,2,1,3,71,4.8,1,0,72,71
6.5,1,3,1,78,3.2,0,0,79,76
7.5,0,1,1,71,4.4,1,1,79,74
7.8,1,1,0,78,4.0,0,0,66,75
7.9,0,2,0,81,4.5,1,1,74,87
7.7,1,2,0,73,4.0,0,1,65,75
6.9,0,1,0,78,4.5,0,1,55,63
7.9,1,3,0,69,4.0,1,1,62,70
7.4,0,1,0,80,4.3,1,1,63,63
7.0,1,2,1,61,4.0,0,1,70,65
8.3,2,1,0,81,4.3,1,1,86,70
7.4,1,1,0,75,3.9,0,0,58,60
7.7,1,1,0,71,4.3,0,1,55,66
7.8,1,1,0,66,3.7,1,1,62,67
8.3,0,1,0,69,4.3,1,0,68,63
7.6,1,3,1,73,3.9,1,0,72,73
8.1,1,2,0,85,4.3,1,1,78,74
7.6,1,2,1,74,4.7,0,1,77,85
7.3,1,2,0,81,3.7,1,1,68,85
7.6,2,2,1,71,4.0,1,1,61,66
6.6,0,1,0,73,4.3,1,1,58,68
8.2,1,3,2,79,4.8,1,1,71,82
8.3,1,2,1,77,3.5,0,1,65,68
6.8,0,2,1,76,4.0,0,1,55,65
7.5,1,1,1,68,4.7,0,0,58,64
8.2,1,3,2,89,4.7,1,1,64,84
7.3,1,1,0,84,4.5,0,1,55,75
8.7,0,3,2,87,4.2,1,1,76,85
7.5,0,2,0,88,4.2,0,0,55,64
8.3,1,2,2,86,4.8,1,1,58,72
6.7,0,2,0,70,3.0,0,1,55,69
8.2,1,1,1,66,3.6,0,1,62,69
8.2,2,3,2,90,4.8,1,1,77,86
8.6,1,3,2,85,4.8,1,1,82,84
8.6,1,3,0,82,4.3,1,1,71,82
8.1,1,3,0,72,4.0,1,1,72,65
8.7,2,1,2,80,3.9,0,0,68,82
8.3,2,3,2,90,4.8,1,1,78,85
8.3,0,1,1,73,4.3,0,1,59,71
8.4,1,3,2,88,4.8,1,1,73,84
7.4,1,1,0,82,3.8,0,1,55,72
6.5,0,2,0,74,3.5,0,0,61,61
8.4,1,3,2,81,4.3,0,1,74,66
7.9,1,3,2,90,4.8,1,1,71,87
7.8,2,3,1,90,4.0,1,1,81,84
7.6,1,3,2,84,4.0,1,1,77,82
8.2,1,1,2,79,4.2,0,0,78,70
8.6,1,2,2,77,4.3,0,0,55,59
8.1,2,2,1,76,4.8,1,1,71,81
7.7,0,1,0,89,4.2,0,0,55,70
7.7,1,2,0,83,4.0,1,1,68,69
6.7,1,2,0,74,4.6,1,1,55,68
7.3,1,1,1,80,4.7,0,0,55,67
7.8,1,3,0,83,4.8,1,1,70,85
7.3,0,3,0,72,4.4,0,0,66,71
8.5,2,1,0,79,4.8,1,0,55,72
8.7,2,3,2,90,4.8,1,1,78,85
7.9,0,2,0,70,4.7,1,1,77,85
8.6,2,3,0,79,4.7,1,0,71,79
7.4,0,1,1,69,3.5,0,1,57,85
8.6,2,3,2,90,4.8,1,1,71,80
6.5,1,2,0,72,4.3,1,1,65,68
8.1,2,2,2,90,4.6,0,0,88,79
7.6,1,2,2,80,4.5,0,1,77,71
6.5,1,1,1,83,3.8,1,0,72,72
7.6,1,1,0,81,3.8,0,1,59,60
6.8,1,1,0,76,4.3,0,0,67,65
8.6,2,3,2,88,4.8,1,1,76,85
8.5,2,3,2,90,4.8,1,0,78,81
7.5,1,1,2,75,4.0,1,1,58,64
7.6,2,1,1,66,3.7,0,0,64,71
7.9,1,3,0,82,4.7,1,0,57,72
8.2,2,3,2,90,4.8,1,1,78,88
7.5,2,2,0,70,4.4,0,1,55,62
7.8,1,1,1,75,3.8,0,0,59,63
6.9,0,2,0,69,3.4,0,0,66,72
7.6,1,2,3,81,4.6,1,1,73,82
8.4,2,3,2,90,4.8,1,1,82,79
8.7,1,3,1,90,4.0,1,1,81,80
7.3,1,1,0,74,3.7,0,0,62,65
7.9,1,1,0,77,4.7,0,1,75,70
7.5,0,1,2,89,4.0,0,1,66,63
6.8,1,3,0,85,4.5,1,1,86,83
7.7,2,2,1,74,4.6,0,0,61,64
6.8,1,1,0,60,3.7,0,0,64,64
8.4,1,3,2,87,4.8,0,1,77,84
7.6,1,2,1,73,3.9,0,0,81,64
6.6,1,2,0,70,4.1,1,1,55,62
7.4,1,2,0,82,4.6,1,1,70,88
8.1,2,3,2,90,4.8,1,1,78,83
8.2,1,1,1,79,4.6,0,1,55,61
7.7,1,2,0,75,4.4,0,0,60,73
8.3,2,1,2,70,4.3,1,0,64,64
8.5,1,3,2,90,4.5,1,1,76,84
7.5,0,1,1,82,3.8,0,1,62,70
7.5,0,2,1,62,4.5,0,0,55,65
7.6,1,2,1,67,4.4,1,1,61,73
6.9,1,3,1,79,4.2,1,1,73,71
8.5,1,3,2,90,4.3,1,1,72,87
8.3,1,3,0,75,3.9,1,1,76,81
6.7,1,1,1,76,4.6,0,0,65,69
6.5,0,1,1,81,4.0,0,1,55,67
7.5,0,2,0,69,3.6,0,0,61,59
8.6,1,3,0,89,4.5,1,1,80,72
8.6,1,2,2,90,4.5,1,1,83,81
6.7,1,1,0,60,4.0,0,0,61,62
8.2,1,3,2,90,4.8,1,1,77,87
6.8,2,3,3,87,4.0,1,1,78,82
6.6,0,1,0,77,3.7,0,0,61,60
6.7,0,1,0,79,4.4,0,0,76,66
7.6,1,2,0,88,4.8,0,1,57,68
7.3,1,2,1,80,4.3,1,1,55,72
7.3,0,1,0,72,4.0,0,0,55,72
7.7,1,1,1,79,3.9,0,1,55,61
7.4,1,3,1,73,4.4,0,1,55,74
7.8,1,3,0,76,4.7,1,1,57,82
6.5,2,2,2,79,4.4,0,0,80,71
7.0,1,1,0,62,4.3,0,1,59,67
6.6,1,1,1,70,4.1,1,1,56,75
7.4,0,3,0,79,3.3,0,1,62,64
8.1,2,3,2,90,4.8,1,1,75,84
6.5,0,2,1,66,4.5,1,0,63,63
8.1,1,1,3,75,4.0,0,0,55,66
8.2,1,3,0,68,3.8,1,1,75,73
7.7,1,1,0,67,4.0,1,0,64,61
7.2,1,1,1,73,3.6,0,0,56,65
7.4,2,3,2,80,4.6,1,1,79,73
7.5,2,3,0,90,4.7,1,0,88,86
6.8,1,1,0,67,4.3,1,0,84,61
6.7,2,3,0,85,4.4,1,1,84,83
7.7,1,2,0,78,4.0,0,1,57,68
6.8,0,2,1,65,4.8,0,1,55,71
7.5,1,2,3,73,3.5,0,1,55,66
7.7,1,2,1,68,4.3,0,0,64,69
8.3,2,3,2,89,4.8,1,1,83,82
6.6,0,3,1,90,4.4,0,1,55,71
7.7,0,1,1,70,3.6,0,1,55,68
6.5,1,1,1,64,4.0,0,0,55,71
6.8,1,2,2,70,3.8,0,1,55,67
7.6,0,1,0,72,4.0,0,0,56,68
8.3,1,3,2,89,4.7,1,1,72,80
7.4,1,2,0,68,3.8,0,1,57,65
7.7,0,1,1,67,4.2,1,0,64,64
8.0,0,3,3,84,4.8,1,1,90,84
7.6,1,1,0,71,4.1,0,1,60,69
7.0,1,1,0,60,3.3,0,1,55,66
7.8,2,3,2,85,4.7,1,1,87,85
7.6,2,3,2,90,4.4,1,1,77,83
7.4,1,1,0,60,3.8,0,0,55,63
6.5,2,2,0,77,3.8,0,0,59,57
8.1,0,1,1,76,3.3,0,0,56,65
7.6,2,3,1,79,4.8,0,1,67,85
7.4,1,1,0,79,3.8,1,0,60,60
8.2,2,3,2,90,4.5,1,1,83,83
6.8,1,1,0,80,4.3,0,1,55,76
6.5,0,1,1,76,4.7,1,0,82,64
8.2,1,2,3,83,4.4,1,1,76,84
7.9,1,2,0,64,3.7,1,0,62,64
7.2,2,1,0,77,4.4,1,1,61,61
6.9,0,3,2,82,4.8,1,1,85,79
6.7,1,1,0,66,4.3,1,0,55,71
8.1,2,3,0,85,4.2,1,1,71,83
7.4,2,3,2,79,4.7,1,0,87,84
7.5,1,3,1,79,3.8,1,1,58,67
6.9,0,1,0,79,4.8,1,0,62,67
8.1,2,3,1,90,4.7,1,1,74,88
8.2,2,3,2,90,4.8,1,1,73,88
8.3,2,3,2,90,4.8,1,1,78,87
7.5,0,1,0,60,3.8,0,0,55,67
7.8,2,3,2,90,4.8,1,1,68,83
9.1,1,1,0,75,3.8,0,0,55,62
8.0,1,3,0,86,4.4,1,1,78,88
6.7,1,2,1,64,3.1,0,1,55,68
7.5,0,1,0,78,4.0,0,0,55,71
7.5,1,2,1,74,3.8,1,1,77,84
8.4,2,3,2,89,4.8,1,1,73,81
6.5,1,2,1,66,4.2,0,0,55,72
7.6,1,1,1,77,3.9,0,0,55,59
7.4,2,3,0,86,4.6,1,1,75,72
7.3,1,2,1,73,4.0,0,0,56,75
6.7,1,1,1,63,4.6,0,0,55,69
8.4,1,3,2,72,4.6,1,0,70,70
7.8,1,2,0,73,4.5,1,1,83,75
8.5,0,2,2,86,4.8,0,1,55,69
8.2,2,3,0,87,4.3,1,1,83,84
8.1,1,3,3,90,4.8,1,1,67,83
6.5,1,1,0,79,3.7,0,0,63,62
6.8,1,1,2,64,3.5,0,0,55,63
7.8,1,2,0,75,4.1,0,0,76,66
6.5,1,1,0,88,4.0,1,1,58,70
7.6,0,1,1,72,3.7,0,1,71,72
7.2,1,2,1,76,4.1,0,0,73,65
8.1,2,1,1,90,4.4,0,0,70,84
7.0,1,3,2,85,4.3,0,1,74,72
8.4,0,1,1,67,4.1,0,0,78,58
8.1,1,3,1,90,4.8,1,1,86,83
8.2,1,3,0,84,4.6,1,1,86,81
7.6,1,1,1,77,3.9,0,0,55,61
8.5,2,3,2,90,4.7,1,1,80,84
6.6,1,2,1,66,4.6,1,0,57,70
6.6,1,3,0,77,3.7,0,1,55,65
7.6,1,1,0,77,4.2,1,1,68,86
6.6,0,2,0,73,4.8,1,1,72,65
7.3,1,2,1,68,4.3,1,1,62,71
8.3,1,3,0,90,4.8,1,1,82,68
7.8,1,1,0,78,4.4,1,0,56,66
6.5,1,1,1,79,4.7,0,1,59,64
7.5,0,1,0,72,4.0,0,1,55,87
8.1,0,3,2,83,4.6,1,0,68,83
6.5,1,1,1,62,4.1,0,1,63,67
7.7,1,3,0,81,4.8,1,1,59,62
8.5,1,3,3,87,4.3,1,1,79,85
8.4,0,3,2,74,4.5,1,1,81,68
7.5,1,3,0,71,4.0,0,0,64,85
6.5,1,2,0,89,4.5,0,1,61,70
6.6,1,1,1,85,3.4,0,0,55,66
8.3,1,3,2,87,4.6,0,1,75,62
7.1,2,3,2,88,4.5,1,1,75,70
8.0,2,3,3,90,4.8,1,1,78,85
7.5,0,1,0,64,4.4,0,1,67,69
6.6,1,3,0,62,3.8,1,1,57,72
7.6,1,3,0,82,4.8,1,1,61,75
8.5,2,2,2,82,4.5,1,1,55,81
7.4,0,1,0,73,4.4,0,0,55,72
7.7,1,2,1,80,4.4,0,1,81,57
6.9,2,1,2,89,4.7,1,1,78,81
6.5,1,1,1,83,4.4,0,0,55,65
7.2,1,2,0,73,4.2,0,1,61,63
6.5,1,1,1,84,4.6,0,0,85,73
6.5,1,2,1,77,4.0,0,0,55,63
7.3,1,2,1,76,4.7,0,1,67,73
8.3,0,2,2,77,3.8,1,1,55,74
8.4,0,3,2,90,4.8,1,1,88,83
6.5,0,2,0,74,4.1,0,1,55,82
7.6,0,2,0,84,4.4,0,1,55,69
8.6,0,3,2,78,4.2,1,0,62,74
7.8,1,2,1,77,4.2,1,1,65,67
7.5,1,1,1,69,4.0,0,1,61,69
8.5,1,3,2,90,4.8,1,1,88,87
7.8,1,1,1,72,4.6,1,1,60,60
8.6,1,3,2,90,4.8,1,1,73,83
7.7,1,1,0,74,4.2,1,1,86,64
8.4,1,1,1,74,3.7,0,1,55,72
7.6,1,2,1,75,4.1,0,0,55,74
8.1,0,1,1,77,4.1,0,0,56,66
6.5,1,2,0,65,4.4,0,1,61,68
7.5,0,1,0,64,4.3,0,0,69,69
7.6,1,3,2,78,4.4,1,1,72,81
7.6,1,3,2,85,4.4,1,1,69,61
6.5,0,1,0,74,4.1,1,0,66,61
8.3,2,3,2,85,4.7,1,0,80,85
8.1,1,1,0,80,4.6,0,0,59,58
8.3,1,3,2,90,4.8,1,1,79,80
7.8,0,3,1,87,4.4,1,1,71,70
8.4,2,3,2,90,4.7,1,1,78,82
6.9,0,1,0,70,3.9,0,1,79,68
7.3,1,3,3,90,4.7,1,1,90,82
6.5,0,1,0,75,4.1,0,1,83,67
6.5,1,1,0,78,3.5,0,1,58,73
7.6,2,1,1,84,4.5,0,0,76,63
7.6,1,1,1,68,4.1,0,0,55,71
7.9,1,2,2,90,4.2,1,1,81,86
6.5,1,2,1,65,4.7,0,0,55,59
7.5,1,1,1,70,3.6,0,1,55,64
8.3,2,3,2,90,4.3,1,1,75,82
7.9,2,1,2,75,3.9,1,0,77,80
7.4,1,1,0,64,4.2,1,1,61,70
6.5,1,3,0,64,4.6,0,0,71,64
6.7,0,1,1,71,4.2,0,0,55,69
8.5,2,3,2,90,4.8,1,1,85,87
8.1,2,3,3,76,4.5,1,1,69,67
8.7,1,1,1,80,4.1,1,1,69,79
7.9,2,3,2,90,4.7,1,1,77,84
8.8,2,3,2,90,4.8,1,1,84,80
7.1,1,2,1,73,4.3,0,1,59,69
6.9,1,1,1,83,4.6,1,0,55,67
7.5,1,1,0,73,4.0,0,0,74,70
7.9,1,2,1,81,4.0,1,1,60,71
8.3,1,1,1,75,4.8,0,0,56,65
7.6,1,2,0,60,3.9,0,0,55,63
8.2,2,3,1,85,4.6,0,1,78,66
7.3,1,1,0,66,3.8,0,0,60,73
8.2,1,1,1,68,3.9,0,1,70,66
7.4,1,1,1,69,3.8,0,1,55,64
9.0,2,3,2,84,4.4,1,1,77,80
6.5,1,1,1,85,3.9,0,0,79,63
8.2,1,3,1,88,4.5,1,1,80,86
6.7,1,1,1,67,3.4,0,0,56,62
8.8,1,3,2,82,4.8,1,1,77,84
7.7,1,2,1,76,3.7,0,1,72,69
8.3,1,2,1,79,4.2,0,0,55,72
8.1,2,3,2,85,4.5,1,1,75,67
7.9,2,2,1,90,4.8,1,1,82,87
8.3,1,3,2,85,4.8,1,1,80,82
7.5,0,1,0,77,4.3,0,1,61,69
8.6,1,3,0,88,4.5,1,1,78,67
7.9,1,1,0,90,4.5,1,1,73,82
7.6,0,2,0,85,4.2,1,1,81,83
8.4,1,3,1,78,4.4,0,0,69,73
8.4,2,3,1,84,4.5,1,1,83,79
7.6,1,1,0,73,4.3,0,1,55,76
8.2,0,3,0,86,4.5,1,1,90,81
8.4,0,3,0,83,4.5,1,1,85,67
7.6,1,2,2,86,4.3,1,1,70,80
6.6,1,1,0,69,4.2,1,1,55,69
8.3,1,3,2,76,4.5,1,1,76,65
8.7,1,2,2,86,4.8,1,1,89,85
8.3,2,3,3,90,4.8,1,1,90,83
7.5,2,3,2,87,4.7,1,1,86,83
8.3,0,2,0,85,4.2,0,0,56,67
6.7,0,3,2,88,4.7,1,1,82,82
7.7,1,2,0,78,4.4,1,1,80,83
7.4,0,1,1,80,4.2,0,0,55,69
7.9,1,2,0,90,4.2,1,1,55,66
7.6,0,2,0,68,4.6,0,0,59,65
8.4,1,2,1,83,3.7,0,1,55,66
8.4,2,3,2,90,4.8,1,1,82,84
7.5,1,3,1,66,3.8,0,1,69,72
7.5,0,2,1,73,3.6,0,1,55,65
7.5,2,3,0,88,4.6,1,1,78,87
6.5,1,1,1,66,3.7,0,1,56,57
8.4,1,2,2,72,4.0,1,1,75,79
8.8,2,3,2,90,4.8,1,1,70,79
6.5,1,1,0,68,4.0,0,1,55,69
7.5,1,1,1,70,4.6,0,1,55,65
8.4,2,3,1,85,4.7,1,1,63,78
7.7,2,1,0,74,3.6,1,1,69,70
8.1,1,3,0,82,4.4,1,1,69,83
7.5,1,1,1,65,4.4,0,0,61,79
7.8,1,3,2,83,4.5,1,1,68,86
7.6,1,2,2,76,4.5,1,1,80,85
8.4,2,3,2,90,4.6,1,1,55,80
8.5,0,3,2,77,4.8,1,1,81,84
7.6,1,1,0,71,4.0,0,0,56,58
7.9,1,1,0,70,4.2,0,1,64,81
8.2,2,2,2,76,4.3,1,1,76,66
8.5,1,3,2,90,4.7,1,1,75,81
8.2,1,2,2,90,4.8,1,0,70,85
8.4,0,3,0,84,4.2,1,1,75,82
6.6,1,2,1,72,4.1,0,0,55,75
7.7,1,1,0,82,3.7,0,1,55,81
7.3,1,1,1,70,3.8,0,0,56,71
7.8,0,2,2,77,3.6,0,1,64,72
